Year,Month,Day,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude
2014,4,4,Weekday,100,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,N KINSER & SR37N,39.221248,-86.55
2014,10,6,Weekday,1200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,KINSER & SR37N,39.221248,-86.55
2014,8,4,Weekday,1700,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,LAKE VIEW & SR46W,39.22104407,-86.60525565
2014,4,4,Weekday,1600,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,LAKEVIEW DR & SR46W,39.22059296,-86.60482208
2014,12,5,Weekday,1700,2-Car,No injury/unknown,UNSAFE BACKING,LOUDEN,39.22057343,-86.63783264
2014,11,7,Weekend,1900,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,BRUMMETS CREEK & SR46E,39.22039032,-86.41103924
2014,8,5,Weekday,1100,Moped/Motorcycle,Non-incapacitating,OVERCORRECTING/OVERSTEERING,BRUMMETS CREEK & SR46E,39.22039032,-86.41105651
2014,9,5,Weekday,2000,Moped/Motorcycle,Non-incapacitating,RAN OFF ROAD RIGHT,N BRUMMETTS CREEK & SR46E,39.22039032,-86.41101331
2014,12,7,Weekend,900,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,WHITE RIVER,39.21957779,-86.58625793
2014,1,5,Weekday,600,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,EARL YOUNG & SR45E,39.21939124,-86.44866348
2014,1,7,Weekend,2200,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,SR45E,39.21936967,-86.44920774
2014,1,6,Weekday,1500,3+ Cars,Non-incapacitating,RAN OFF ROAD RIGHT,SR45E,39.21936967,-86.44920774
2014,6,6,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,EAST STATE ROAD 45 RD,39.21936967,-86.44920774
2014,12,1,Weekend,1800,1-Car,No injury/unknown,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,E STATE ROAD 45,39.21936967,-86.44920774
2014,1,5,Weekday,300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,MEADOWVALE & UNION VALLEY RD,39.21919638,-86.59272015
2014,1,6,Weekday,800,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,LOVE & SR46W,39.219152,-86.602304
2014,2,4,Weekday,800,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,LOVE & SR46E,39.219152,-86.602304
2014,9,5,Weekday,2000,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,LOVE & SR46W,39.219152,-86.602304
2014,9,6,Weekday,1800,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,LOVE & SR46W,39.21906886,-86.60216349
2014,5,1,Weekday,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,LOVE & SR46W,39.21865316,-86.60146093
2014,9,6,Weekday,1500,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,N UNION VALLEY RD & N WILLOW,39.21811022,-86.59268997
2014,12,5,Weekday,1900,1-Car,Incapacitating,RAN OFF ROAD RIGHT,OLD STATE ROAD 45 & S GARRISON CHAPEL,39.21798365,-86.63822986
2014,2,1,Weekend,0,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,RIDGEWOOD & SR46W,39.217248,-86.598992
2014,11,7,Weekend,2300,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,RIDGEWOOD & SR46W,39.217248,-86.598992
2014,9,3,Weekday,800,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,EAST THIRD & PETE ELLIS DR,39.21708157,-86.49495966
2014,11,7,Weekend,2000,2-Car,No injury/unknown,UNSAFE BACKING,HARTSTRAIT,39.21697617,-86.61425018
2014,3,7,Weekend,2000,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,RATLIFF & STARNES RD,39.2168697,-86.65871992
2014,9,2,Weekday,1400,3+ Cars,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,BRIARGATE & SR46W,39.21672753,86.59636259
2014,6,3,Weekday,1600,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,BRIAR GATE & SR46W,39.21658609,-86.59639092
2014,8,1,Weekend,1300,2-Car,No injury/unknown,UNSAFE BACKING,W RICHLAND PLAZA DR,39.21655923,-86.59484311
2014,1,2,Weekday,1800,2-Car,No injury/unknown,HEADLIGHT DEFECTIVE OR NOT ON,RICHLAND PLAZA DRIVE & SR46W,39.21649933,-86.59526824
2014,5,4,Weekday,1300,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,KINSER & SR37S,39.21631855,-86.55303465
2014,1,5,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,FOSTER NORTH DR & LAW,39.21589772,-86.51666007
2014,11,2,Weekday,1700,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,N RIDGEWOOD & W DUNLEIGH,39.21546406,-86.59900188
2014,9,1,Weekend,1400,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,NORTH STATE ROAD 37 BUSINESS RD & W BAYLES,39.21544,-86.541904
2014,6,7,Weekend,2000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR46 & UNION VALLEY,39.21535861,-86.59301239
2014,4,4,Weekday,1200,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,OUTBACK & W SR46 RD,39.215356,-86.59301519
2014,11,3,Weekday,700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,1655 E BETHEL LANE & N CHRISTINAN LANE,39.21534922,-86.51890542
2014,2,6,Weekday,700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,BETHAL LANE LN & OLD STATE ROAD 37,39.215344,-86.521392
2014,8,4,Weekday,300,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,EAST BETHEL & NORTH OLD STATE ROAD 37 RD,39.215344,-86.521392
2014,4,3,Weekday,2100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,RATLIFF RD & THOMAS,39.21520002,-86.63036656
2014,1,4,Weekday,2000,1-Car,No injury/unknown,UNSAFE BACKING,RATLIFF & THOMAS RD,39.21520002,-86.63040988
2014,9,3,Weekday,700,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,RATLIFF & THOMAS,39.21519851,-86.63028201
2014,2,5,Weekday,1900,3+ Cars,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR46W & UNION VALLEY,39.215152,-86.5928
2014,2,4,Weekday,800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR46W & UNION VALLEY RD,39.215152,-86.5928
2014,5,2,Weekday,700,1-Car,No injury/unknown,INSECURE/LEAKY LOAD,SR46W & UNION VALLEY,39.215152,-86.5928
2014,5,6,Weekday,1200,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,SR46W & UNION VALLEY,39.215152,-86.5928
2014,8,7,Weekend,2100,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,N UNION VALLEY & SR46W,39.215152,-86.5928
2014,9,6,Weekday,1800,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,SR46W & UNION VALLEY,39.215152,-86.5928
2014,10,6,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,UNION VALLEY,39.215152,-86.5928
2014,12,5,Weekday,1700,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,SR46W & UNION VALLEY,39.21502809,-86.59263479
2014,1,1,Weekend,800,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,BETHEL LN & HINKLE,39.21498039,-86.50992329
2014,3,2,Weekday,1500,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,BETHEL LN & STIDD,39.21489023,-86.47757324
2014,1,6,Weekday,800,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,BETHEL LN & BOLTINGHOUSE,39.21475201,-86.47642662
2014,8,5,Weekday,100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,BETHEL LN & STIDD,39.214752,-86.477504
2014,10,6,Weekend,2200,1-Car,No injury/unknown,TIRE FAILURE OR DEFECTIVE,BETHEL LANE RD & STIDD,39.214752,-86.477504
2014,12,5,Weekday,1900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,OUTBACK & SR46W,39.21467972,-86.59262848
2014,11,6,Weekday,1200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,OUTBACK & SR46W,39.21467972,-86.59262848
2014,7,4,Weekday,300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,BETHEL LN & ROBS,39.21443306,-86.46693265
2014,11,7,Weekend,1100,3+ Cars,Non-incapacitating,IMPROPER LANE USAGE,SR46W & UNION VALLEY,39.21421656,-86.59150766
2014,1,6,Weekend,2300,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,DEER PARK & SR46W,39.21333946,-86.59028505
2014,12,5,Weekday,1700,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,SR46W & UNION VALLEY,39.21328558,-86.59020994
2014,1,1,Weekend,1600,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,E BETHEL LN & N BAUGH,39.21303011,-86.48669856
2014,4,4,Weekday,1700,Moped/Motorcycle,No injury/unknown,UNSAFE BACKING,BAUGH & E BETHEL LN,39.212944,-86.486896
2014,11,5,Weekday,800,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,3895 E BETHEL LANE & N BAUGH,39.212944,-86.486896
2014,4,1,Weekend,1400,2-Car,No injury/unknown,UNSAFE SPEED,BAUGH & BETHEL LN,39.21275323,-86.49217108
2014,1,4,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FOREST PARK & SR46W,39.21257534,-86.58882993
2014,9,2,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,DEER PARK & SR46W,39.21257534,-86.58882993
2014,7,2,Weekday,1200,2-Car,Incapacitating,FOLLOWING TOO CLOSELY,OUTBACK & SR46W,39.2125206,-86.59179687
2014,7,4,Weekday,1400,1-Car,Non-incapacitating,DRIVER ILLNESS,S KIRBY RD,39.21230051,-86.61009216
2014,7,3,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FORREST PARK & SR46W,39.21206673,-86.58700874
2014,7,4,Weekday,900,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,DIAMOND & RATLIFF RD,39.2120519,-86.62404763
2014,1,5,Weekday,800,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,FORREST PARK DR & SR46W,39.212048,-86.5872
2014,2,6,Weekday,300,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,DEER PARK & SR46W,39.212048,-86.5872
2014,4,5,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,DEER PARK & SR46W,39.212048,-86.5872
2014,9,7,Weekend,1100,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,DEER PARK & SR46W,39.212048,-86.5872
2014,11,7,Weekend,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,DEER PARK & SR46W,39.212048,-86.5872
2014,12,3,Weekday,2100,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,DEER PARK & SR46W,39.212048,-86.5872
2014,3,6,Weekday,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,DEER PARK & SR46W,39.21199392,-86.58703774
2014,1,7,Weekend,1700,1-Car,No injury/unknown,ROADWAY SURFACE CONDITION,E BETHL LN & N MYERS,39.21184,-86.496096
2014,5,3,Weekday,1100,Moped/Motorcycle,Incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,BETHEL LN & HINKLE,39.21181186,-86.49858633
2014,1,6,Weekday,1000,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,HIGHLAND DR,39.21168518,-86.57872009
2014,1,5,Weekday,700,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,DEER PARK & SR46W,39.21150714,-86.58557742
2014,11,3,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,NORTH DEER PARK & SR46W,39.21150714,-86.58557742
2014,11,7,Weekend,2200,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37S & WINERY,39.21139975,-86.52158356
2014,2,3,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N BROOKWOOD DR & W BROOKWOOD,39.211376,-86.598
2014,2,3,Weekday,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SMITH PIKE & SR46W,39.2105977,-86.58397619
2014,7,7,Weekend,1400,Moped/Motorcycle,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,FORREST & N SMITH PIKE,39.21033749,-86.58315002
2014,9,2,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,FOREST PARK & N SMITH PIKE,39.21033749,-86.58315002
2014,1,5,Weekday,1000,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,SMITH & SR46W,39.210144,-86.5832
2014,2,2,Weekday,2200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N SMITH & SR46W,39.210144,-86.5832
2014,3,7,Weekend,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SMITH & SR46W,39.210144,-86.5832
2014,5,4,Weekday,1200,2-Car,No injury/unknown,BRAKE FAILURE OR DEFECTIVE,SMITH PIKE & SR46W,39.210144,-86.5832
2014,7,4,Weekday,1000,3+ Cars,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SMITH PIKE & SR46W,39.210144,-86.5832
2014,8,3,Weekday,1400,3+ Cars,No injury/unknown,BRAKE FAILURE OR DEFECTIVE,SMITH PIKE & SR46W,39.210144,-86.5832
2014,9,6,Weekday,1700,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,N SMITH & SR46W,39.210144,-86.5832
2014,10,6,Weekday,1700,Bus,No injury/unknown,UNSAFE SPEED,NORTH SMITH PIKE & SR46,39.210144,-86.5832
2014,1,1,Weekend,200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,CENTENNIAL DR & STATE ROAD 46,39.20996033,-86.58269003
2014,3,6,Weekday,1700,2-Car,No injury/unknown,INSECURE/LEAKY LOAD,SMITH PIKE & SR46W,39.20995913,-86.58266093
2014,1,3,Weekday,800,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,BETHEL & SR45E,39.209952,-86.463392
2014,11,7,Weekend,1400,2-Car,No injury/unknown,LEFT OF CENTER,BETHEL & SR45E,39.209952,-86.463392
2014,10,4,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SMITH PIKE & SR46,39.20986935,-86.5832
2014,9,6,Weekday,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,ARLINGTON & SR46W,39.209808,-86.582672
2014,10,6,Weekday,1700,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,ARLINGTON & SR46W,39.209808,-86.582672
2014,8,3,Weekday,1600,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,ARLINGTON & SR46W,39.20962999,-86.58240315
2014,1,7,Weekend,1700,2-Car,No injury/unknown,UNSAFE BACKING,WEST STATE ROAD 46 RD,39.20957878,-86.5822535
2014,2,7,Weekend,1600,2-Car,No injury/unknown,BRAKE FAILURE OR DEFECTIVE,SMITH & W SR 46 RD,39.20946304,-86.58215103
2014,5,4,Weekday,800,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N SHELBURNE DR & W FAWKESWAY,39.209344,-86.5736
2014,10,6,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N SMITH & SR46,39.20932003,-86.5832
2014,2,7,Weekend,2200,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,N HAIRTSTRAIT RD & RATLIFF,39.20911007,-86.61138027
2014,4,6,Weekend,1900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N HARTSTRAIT & W RATLIFF RD,39.20911007,-86.61138027
2014,9,3,Weekday,1300,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,N HARTSTRAIT & W WOODYARD RD,39.20858972,-86.61133697
2014,8,5,Weekday,600,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N HARTSTRAIT RD & W WOODYARD,39.208544,-86.611504
2014,2,7,Weekend,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S LIBERTY DR & W SR 45,39.20843496,-86.57777018
2014,7,4,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ACUFF & SR37,39.20841001,-86.55361583
2014,3,6,Weekday,1200,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,PROW & SR37,39.20840935,-86.55361584
2014,12,6,Weekend,2100,2-Car,No injury/unknown,IMPROPER LANE USAGE,SR37S & SR46W,39.20824814,-86.58039093
2014,2,3,Weekday,800,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,37 & ACUFF RD,39.20824,-86.554704
2014,3,2,Weekday,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ACUFF & SR37N,39.20824,-86.554704
2014,4,7,Weekend,900,3+ Cars,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ACUFF & SR37N,39.20824,-86.554704
2014,9,4,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ACUFF & SR37S,39.20824,-86.554704
2014,10,4,Weekday,1500,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,ACUFF & PROW,39.20824,-86.552192
2014,3,2,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FORREST PARK & SMITH PIKE,39.20822031,-86.58314376
2014,10,6,Weekday,200,3+ Cars,No injury/unknown,ROADWAY SURFACE CONDITION,FORREST PARK & SMITH PIKE PIKE,39.20822031,-86.58314376
2014,4,2,Weekday,1800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N SMITH PIKE & W FORREST PARK,39.20822024,-86.58315002
2014,9,2,Weekday,1900,3+ Cars,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,FORREST PARK & NORTH SMITH PIKE,39.20822024,-86.58315002
2014,9,1,Weekend,200,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,HILLVIEW & OLD 37 RD,39.20815989,-86.52942001
2014,9,2,Weekday,1800,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,N SMITH PIKE & W FOREST PARK,39.208144,-86.5832
2014,10,6,Weekday,1400,2-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,N SMITH & W FORREST PARK,39.208144,-86.5832
2014,12,7,Weekend,900,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,FORREST PARK & SMITH,39.208144,-86.5832
2014,12,2,Weekday,1400,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,FOREST PARK & SMITH,39.208144,-86.5832
2014,8,5,Weekday,1600,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,46 HWY,39.20811012,-86.57769694
2014,6,1,Weekday,1900,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,DUNN & NORTH OLD STATE ROAD 37 RD,39.208048,-86.528704
2014,8,2,Weekday,700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N DUNN & N OLD SR 37 RD,39.208048,-86.528704
2014,9,3,Weekday,900,2-Car,Non-incapacitating,LEFT OF CENTER,N DUNN & N OLD SR 37 RD,39.208048,-86.528704
2014,10,6,Weekday,1000,1-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,DUNN & OLD SR 37 HWY,39.208048,-86.528704
2014,10,6,Weekday,1800,2-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,DUNN & OLD STATE 37,39.208048,-86.528704
2014,11,3,Weekday,1600,3+ Cars,Incapacitating,LEFT OF CENTER,DUNN & OLD STATE ROAD 37,39.208048,-86.528704
2014,2,6,Weekday,1500,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,DUNN & OLD 37 RD,39.20801975,-86.52876323
2014,2,6,Weekday,1600,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,N DUNN & N OLD ST RD 37 RD,39.20801975,-86.52871996
2014,8,6,Weekend,2000,1-Car,No injury/unknown,IMPROPER TURNING,446 HWY,39.20785208,-86.57517159
2014,4,6,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,OLD STATE RD 37 RD & STONE MILL,39.20776,-86.532272
2014,6,6,Weekday,400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR46 & SR46W,39.207648,-86.573792
2014,8,1,Weekend,400,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,SR46W & W ARLINGTON,39.207648,-86.573792
2014,11,7,Weekend,100,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,46 & SR46W,39.207648,-86.573792
2014,12,5,Weekday,2000,1-Car,Fatal,RAN OFF ROAD RIGHT,SR46 & W ARLINGTON,39.20764272,-86.57990586
2014,1,5,Weekday,1800,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,HENNESSEY & SOUTH ROCKPORT RD,39.20742442,-86.55672021
2014,2,2,Weekday,1900,Pedestrian,Non-incapacitating,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,N ROSEWOOD DR,39.20740128,-86.54956054
2014,1,3,Weekday,1700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,ARMSTRONG & WOODLAND DR,39.20734541,-86.59995022
2014,9,5,Weekday,1600,3+ Cars,Non-incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,BUSINESS 37 & OLD STATE ROAD 37 RD,39.20712993,-86.53484009
2014,8,6,Weekday,1600,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,OLD STATE ROAD 37 & WALNUT ST,39.20704,-86.534704
2014,10,4,Weekday,2200,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N OLD SR 37 & N WALNUT,39.20704,-86.534704
2014,12,4,Weekday,2300,1-Car,Non-incapacitating,OVERCORRECTING/OVERSTEERING,NORTH OLD STATE ROAD 37 & NORTH WALNUT,39.20704,-86.534704
2014,7,4,Weekday,1800,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,COFFEY & SMITH PIKE,39.20703001,-86.58315002
2014,3,6,Weekday,1500,Pedestrian,Incapacitating,UNSAFE LANE MOVEMENT,DUNN ST & OLD SR 37,39.20695053,-86.52863944
2014,4,6,Weekday,1100,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N ST RD 46 RD,39.206312,-86.571312
2014,4,6,Weekday,1700,2-Car,No injury/unknown,IMPROPER TURNING,S STATE RD 46 BYP,39.206312,-86.571312
2014,9,6,Weekday,0,1-Car,No injury/unknown,IMPROPER TURNING,STATE ROAD 46 HWY,39.206312,-86.571312
2014,12,2,Weekday,1800,2-Car,No injury/unknown,UNSAFE BACKING,S STATE ROAD 46,39.206312,-86.571312
2014,4,4,Weekday,1700,2-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,N HARTSTRAIGHT & SR46W,39.20619965,-86.61134338
2014,10,1,Weekday,2000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,HARTSTRAIGHT & SR46W,39.20619965,-86.61134338
2014,10,6,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,CLOVER & MEADOWLANDS DR,39.20617782,-86.61114022
2014,10,5,Weekday,1600,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N DUNN ST,39.206144,-86.528592
2014,4,5,Weekday,1300,Bus,No injury/unknown,IMPROPER PASSING,FISHERS CT & JORDAN,39.20492913,-86.5168599
2014,11,7,Weekend,400,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,E BAYLES & N STATE ROAD 37 BUSINESS,39.20488983,-86.53700725
2014,11,3,Weekday,1800,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N SMITH & W CARMOLA,39.204448,-86.583168
2014,10,3,Weekday,1200,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,E MARTIN & SR45E,39.20432248,-86.46359046
2014,8,2,Weekday,2100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,MARTIN & SR45E,39.2041871,-86.46362007
2014,2,3,Weekday,900,Bus,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N KINSER PIKE,39.20304,-86.547392
2014,3,2,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,N KINSER PIKE,39.20304,-86.547392
2014,4,7,Weekend,1100,Pedestrian,No injury/unknown,PEDESTRIAN ACTION,N KINSER PIKE,39.20304,-86.547392
2014,4,6,Weekday,700,2-Car,No injury/unknown,UNSAFE BACKING,N KINSER PIKE,39.20304,-86.547392
2014,5,6,Weekday,700,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N KINSER PIKE,39.20304,-86.547392
2014,12,2,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,N KINSER,39.20304,-86.547392
2014,11,5,Weekday,900,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,N KINSER,39.20304,-86.547392
2014,4,4,Weekday,400,1-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,LAKEWOOD & N DUNN ST,39.201952,-86.5288
2014,12,7,Weekend,1600,3+ Cars,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,NORWAY & SMITH,39.2018835,-86.5831208
2014,1,4,Weekday,800,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,S ROCKPORT RD & W FULLERTON,39.20140209,-86.56260028
2014,10,4,Weekday,1500,1-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,ACUFF & SR37N,39.20137374,-86.55465446
2014,2,6,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,ACUFF & SR37N,39.20098923,-86.55465169
2014,9,1,Weekend,100,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,HINKLE RD,39.200848,-86.512096
2014,10,2,Weekday,700,2-Car,No injury/unknown,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,3901 N KINSER PK (MAROON DR) & COUGAR PASS,39.200615,-86.549133
2014,2,6,Weekday,700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,KINSER PIKE,39.20061493,-86.5491333
2014,3,6,Weekday,1500,2-Car,No injury/unknown,UNSAFE BACKING,KINSER PIKE,39.20061493,-86.5491333
2014,10,6,Weekend,1900,3+ Cars,Non-incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,KINSER & SR45E,39.20059967,-86.54263044
2014,5,1,Weekday,2000,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,RUSSELL & SR45E,39.20043945,-86.46796671
2014,1,2,Weekday,1300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,N RUSSELL & SR45E,39.200352,-86.468
2014,2,4,Weekday,1800,2-Car,No injury/unknown,IMPROPER PASSING,N RUSSELL & SR45E,39.200352,-86.468
